ko;cpd;referenceAG;compoundclass;compoundname;genesymbol;genename;enzyme_activity
K17720;C06790;IARC1;Aliphatic;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;EPA;Aliphatic;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06790;CONAMA;Aliphatic;Trichloroethene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C06800;IARC1;Aromatic;Aflatoxin B1;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07108;IARC1;Polyaromatic;Tamoxifen;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C14866;IARC2A;Chlorinated;Chloral;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C14866;IARC2A;Aliphatic;Chloral;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C16756;IARC1;Aromatic;Aflatoxin M1;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17720;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP2C18;cytochrome P450 family 2 subfamily C18;cytochrome P450
K17721;C07888;IARC1;Chlorinated;Cyclophosphamide;CYP2C19;cytochrome P450 family 2 subfamily C19;cytochrome P450
K17721;C07888;IARC1;Nitrogen-containing;Cyclophosphamide;CYP2C19;cytochrome P450 family 2 subfamily C19;cytochrome P450
K17721;C07888;IARC1;Organophosphorus;Cyclophosphamide;CYP2C19;cytochrome P450 family 2 subfamily C19;cytochrome P450
K17728;C00067;ATSDR;Aliphatic;Formaldehyde;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00067;PSL;Aliphatic;Formaldehyde;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00067;IARC1;Aliphatic;Formaldehyde;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00829;WFD;Polyaromatic;Naphthalene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00829;CONAMA;Polyaromatic;Naphthalene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00829;EPC;Polyaromatic;Naphthalene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00829;ATSDR;Polyaromatic;Naphthalene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00829;EPA;Polyaromatic;Naphthalene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C00829;IARC2B;Polyaromatic;Naphthalene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06604;ATSDR;Organophosphorus;Parathion;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06604;IARC2B;Organophosphorus;Parathion;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06604;ATSDR;Nitrogen-containing;Parathion;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06604;IARC2B;Nitrogen-containing;Parathion;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06604;ATSDR;Aromatic;Parathion;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06604;IARC2B;Aromatic;Parathion;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;EPC;Chlorinated;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;PSL;Chlorinated;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;CONAMA;Chlorinated;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;IARC1;Chlorinated;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;ATSDR;Chlorinated;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;EPA;Chlorinated;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;EPC;Aliphatic;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;PSL;Aliphatic;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;CONAMA;Aliphatic;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;IARC1;Aliphatic;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;ATSDR;Aliphatic;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06790;EPA;Aliphatic;Trichloroethene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C06800;IARC1;Aromatic;Aflatoxin B1;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07108;IARC1;Polyaromatic;Tamoxifen;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C14866;IARC2A;Chlorinated;Chloral;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C14866;IARC2A;Aliphatic;Chloral;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C16756;IARC1;Aromatic;Aflatoxin M1;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17728;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP4F8;cytochrome P450 family 4 subfamily F8;cytochrome P450
K17729;C00067;ATSDR;Aliphatic;Formaldehyde;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00067;PSL;Aliphatic;Formaldehyde;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00067;IARC1;Aliphatic;Formaldehyde;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00829;WFD;Polyaromatic;Naphthalene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00829;EPC;Polyaromatic;Naphthalene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00829;CONAMA;Polyaromatic;Naphthalene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00829;ATSDR;Polyaromatic;Naphthalene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00829;IARC2B;Polyaromatic;Naphthalene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C00829;EPA;Polyaromatic;Naphthalene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06604;ATSDR;Organophosphorus;Parathion;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06604;IARC2B;Organophosphorus;Parathion;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06604;ATSDR;Nitrogen-containing;Parathion;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06604;IARC2B;Nitrogen-containing;Parathion;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06604;ATSDR;Aromatic;Parathion;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06604;IARC2B;Aromatic;Parathion;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;EPC;Chlorinated;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;PSL;Chlorinated;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;CONAMA;Chlorinated;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;IARC1;Chlorinated;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;ATSDR;Chlorinated;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;EPA;Chlorinated;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;EPC;Aliphatic;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;PSL;Aliphatic;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;CONAMA;Aliphatic;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;IARC1;Aliphatic;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;ATSDR;Aliphatic;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06790;EPA;Aliphatic;Trichloroethene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C06800;IARC1;Aromatic;Aflatoxin B1;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07108;IARC1;Polyaromatic;Tamoxifen;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C14866;IARC2A;Chlorinated;Chloral;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C14866;IARC2A;Aliphatic;Chloral;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C16756;IARC1;Aromatic;Aflatoxin M1;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17729;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP4F11;cytochrome P450 family 4 subfamily F11;cytochrome P450
K17730;C00067;ATSDR;Aliphatic;Formaldehyde;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00067;PSL;Aliphatic;Formaldehyde;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00067;IARC1;Aliphatic;Formaldehyde;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00829;EPC;Polyaromatic;Naphthalene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00829;WFD;Polyaromatic;Naphthalene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00829;ATSDR;Polyaromatic;Naphthalene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00829;IARC2B;Polyaromatic;Naphthalene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00829;EPA;Polyaromatic;Naphthalene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C00829;CONAMA;Polyaromatic;Naphthalene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06604;IARC2B;Organophosphorus;Parathion;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06604;ATSDR;Organophosphorus;Parathion;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06604;IARC2B;Nitrogen-containing;Parathion;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06604;ATSDR;Nitrogen-containing;Parathion;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06604;IARC2B;Aromatic;Parathion;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06604;ATSDR;Aromatic;Parathion;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;PSL;Chlorinated;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;EPC;Chlorinated;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;CONAMA;Chlorinated;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;IARC1;Chlorinated;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;ATSDR;Chlorinated;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;EPA;Chlorinated;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;PSL;Aliphatic;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;EPC;Aliphatic;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;CONAMA;Aliphatic;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;IARC1;Aliphatic;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;ATSDR;Aliphatic;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06790;EPA;Aliphatic;Trichloroethene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C06800;IARC1;Aromatic;Aflatoxin B1;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07108;IARC1;Polyaromatic;Tamoxifen;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07108;IARC1;Nitrogen-containing;Tamoxifen;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07535;EPC;Polyaromatic;Benzo[a]pyrene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07535;IARC1;Polyaromatic;Benzo[a]pyrene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07535;EPA;Polyaromatic;Benzo[a]pyrene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07535;CONAMA;Polyaromatic;Benzo[a]pyrene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07535;ATSDR;Polyaromatic;Benzo[a]pyrene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07535;WFD;Polyaromatic;Benzo[a]pyrene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C07535;PSL;Polyaromatic;Benzo[a]pyrene;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C14866;IARC2A;Chlorinated;Chloral;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C14866;IARC2A;Aliphatic;Chloral;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C16453;IARC1;Nitrogen-containing;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C16453;IARC1;Aliphatic;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C16756;IARC2B;Aromatic;Aflatoxin M1;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C16756;IARC1;Aromatic;Aflatoxin M1;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C19585;IARC1;Aromatic;Aflatoxin Q1;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C19586;IARC1;Aromatic;Aflatoxin B1-exo-8,9-epoxide;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C19594;IARC1;Aromatic;Aflatoxin-M1-8,9-epoxide;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17730;C19595;IARC1;Aromatic;Aflatoxin B1-endo-8,9-epoxide;CYP4F12;cytochrome P450 family 4 subfamily F12;cytochrome P450
K17831;C00014;PSL;Nitrogen-containing;Ammonia;lodA;L-lysine 6-oxidase;oxidase
K17831;C00014;ATSDR;Nitrogen-containing;Ammonia;lodA;L-lysine 6-oxidase;oxidase
K17877;C00014;PSL;Nitrogen-containing;Ammonia;NIT-6;nitrite reductase (NAD(P)H);reductase
K17877;C00014;ATSDR;Nitrogen-containing;Ammonia;NIT-6;nitrite reductase (NAD(P)H);reductase
K17877;C00088;ATSDR;Nitrogen-containing;Nitrite;NIT-6;nitrite reductase (NAD(P)H);reductase
K17877;C00088;ATSDR;Inorganic;Nitrite;NIT-6;nitrite reductase (NAD(P)H);reductase
K17950;C00014;PSL;Nitrogen-containing;Ammonia;cuyA;L-cysteate sulfo-lyase;sulfo-lyase
K17950;C00014;ATSDR;Nitrogen-containing;Ammonia;cuyA;L-cysteate sulfo-lyase;sulfo-lyase
K17989;C00014;PSL;Nitrogen-containing;Ammonia;SDS;L-serine/L-threonine ammonia-lyase;ammonia-lyase
K17989;C00014;ATSDR;Nitrogen-containing;Ammonia;SDS;L-serine/L-threonine ammonia-lyase;ammonia-lyase
K18012;C00014;PSL;Nitrogen-containing;Ammonia;kdd;L-erythro-3,5-diaminohexanoate dehydrogenase;dehydrogenase
K18012;C00014;ATSDR;Nitrogen-containing;Ammonia;kdd;L-erythro-3,5-diaminohexanoate dehydrogenase;dehydrogenase
K18014;C00014;PSL;Nitrogen-containing;Ammonia;kal;3-aminobutyryl-CoA ammonia-lyase;ammonia-lyase
K18014;C00014;ATSDR;Nitrogen-containing;Ammonia;kal;3-aminobutyryl-CoA ammonia-lyase;ammonia-lyase
K18067;C03233;WFD;Aromatic;4,5-Dihydroxyphthalate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18067;C03233;ATSDR;Aromatic;4,5-Dihydroxyphthalate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18067;C03233;PSL;Aromatic;4,5-Dihydroxyphthalate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18067;C03233;EPC;Aromatic;4,5-Dihydroxyphthalate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18067;C04783;PSL;Aliphatic;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18067;C04783;EPC;Aliphatic;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18067;C04783;ATSDR;Aliphatic;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18067;C04783;WFD;Aliphatic;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;pht4;phthalate 4,5-cis-dihydrodiol dehydrogenase;dehydrogenase
K18068;C01606;WFD;Aromatic;Phthalate;pht3;phthalate 4,5-dioxygenase;dioxygenase
K18068;C01606;EPC;Aromatic;Phthalate;pht3;phthalate 4,5-dioxygenase;dioxygenase
K18068;C01606;ATSDR;Aromatic;Phthalate;pht3;phthalate 4,5-dioxygenase;dioxygenase
K18068;C01606;PSL;Aromatic;Phthalate;pht3;phthalate 4,5-dioxygenase;dioxygenase
K18068;C04783;PSL;Aliphatic;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;pht3;phthalate 4,5-dioxygenase;dioxygenase
K18068;C04783;EPC;Aliphatic;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;pht3;phthalate 4,5-dioxygenase;dioxygenase
K18068;C04783;ATSDR;Aliphatic;cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate;pht3;phthalate 4,5-dioxygenase;dioxygenase
